TransectID,Meter,SampleID,Density.Quadrat.Size.m2,Total.shoots,Flowering.shoots,Cover.Quadrat.Size.m2,Percent.Seagrass,Percent.Bare,Percent.Other,Density.shoots.m2
2019-07-25_SD_E_L4,m16,2019-07-25_SD_E_L4_m16,0.25,10,0,0.5,50,50,0,40
2019-07-25_SD_E_L5,m4,2019-07-25_SD_E_L5_m4,0.25,16,2,0.5,100,0,0,64
2019-07-25_SD_E_L5,m8,2019-07-25_SD_E_L5_m8,0.25,16,1,0.5,100,0,0,64
2019-07-25_SD_E_L5,m12,2019-07-25_SD_E_L5_m12,0.25,15,2,0.5,100,0,0,60
2019-07-25_SD_E_L5,m16,2019-07-25_SD_E_L5_m16,0.25,10,3,0.5,90,10,0,40
2019-07-25_SD_E_L6,m4,2019-07-25_SD_E_L6_m4,0.25,13,0,0.5,50,50,0,52
2019-07-25_SD_E_L6,m8,2019-07-25_SD_E_L6_m8,0.25,10,0,0.5,100,0,0,40
2019-07-25_SD_E_L6,m12,2019-07-25_SD_E_L6_m12,0.25,11,0,0.5,50,50,0,44
2019-07-25_SD_E_L6,m16,2019-07-25_SD_E_L6_m16,0.25,13,0,0.5,100,0,0,52
2019-07-26_SD_C_U1,m4,2019-07-26_SD_C_U1_m4,0.25,14,0,0.5,100,0,0,56
2019-07-26_SD_C_U1,m8,2019-07-26_SD_C_U1_m8,0.25,8,0,0.5,90,10,0,32
2019-07-26_SD_C_U1,m12,2019-07-26_SD_C_U1_m12,0.25,9,0,0.5,80,20,0,36
2019-07-26_SD_C_U1,m16,2019-07-26_SD_C_U1_m16,0.25,12,0,0.5,100,0,0,48
2019-07-26_SD_C_U2,m4,2019-07-26_SD_C_U2_m4,0.25,9,0,0.5,100,0,0,36
2019-07-26_SD_C_U2,m8,2019-07-26_SD_C_U2_m8,0.25,10,0,0.5,100,0,0,40
2019-07-26_SD_C_U2,m12,2019-07-26_SD_C_U2_m12,0.25,6,0,0.5,80,20,0,24
2019-07-26_SD_C_U2,m16,2019-07-26_SD_C_U2_m16,0.25,7,1,0.5,80,20,0,28
2019-07-26_SD_C_U2,m4,2019-07-26_SD_C_U2_m4,0.25,4,2,0.5,50,50,0,16
2019-07-26_SD_C_U2,m8,2019-07-26_SD_C_U2_m8,0.25,7,1,0.5,60,40,0,28
2019-07-26_SD_C_U2,m12,2019-07-26_SD_C_U2_m12,0.25,10,3,0.5,100,0,0,40
2019-07-26_SD_C_U2,m16,2019-07-26_SD_C_U2_m16,0.25,8,0,0.5,80,20,0,32
2019-07-26_SD_C_L4,m4,2019-07-26_SD_C_L4_m4,0.25,8,0,0.5,70,30,0,32
2019-07-26_SD_C_L4,m8,2019-07-26_SD_C_L4_m8,0.25,6,0,0.5,50,50,0,24
2019-07-26_SD_C_L4,m12,2019-07-26_SD_C_L4_m12,0.25,7,0,0.5,100,0,0,28
2019-07-26_SD_C_L4,m16,2019-07-26_SD_C_L4_m16,0.25,11,0,0.5,100,0,0,44
2019-07-26_SD_C_L5,m4,2019-07-26_SD_C_L5_m4,0.25,3,0,0.5,50,50,0,12
2019-07-26_SD_C_L5,m8,2019-07-26_SD_C_L5_m8,0.25,5,0,0.5,100,0,0,20
2019-07-26_SD_C_L5,m12,2019-07-26_SD_C_L5_m12,0.25,9,0,0.5,70,30,0,36
2019-07-26_SD_C_L5,m16,2019-07-26_SD_C_L5_m16,0.25,9,0,0.5,90,10,0,36
2019-07-26_SD_C_L6,m4,2019-07-26_SD_C_L6_m4,0.25,10,0,0.5,80,20,0,40
2019-07-26_SD_C_L6,m8,2019-07-26_SD_C_L6_m8,0.25,8,0,0.5,95,5,0,32
2019-07-26_SD_C_L6,m12,2019-07-26_SD_C_L6_m12,0.25,2,2,0.5,60,40,0,8
2019-07-26_SD_C_L6,m16,2019-07-26_SD_C_L6_m16,0.25,4,1,0.5,50,50,0,16
